id	review_es	listen1_es	listen2_es	review_en	listen1_en	listen2_en	review_fr	listen1_fr	listen2_fr
song-023	Jolene obtiene su intensidad de una contradicción: la voz ruega, pero la guitarra nunca deja de avanzar. Dolly Parton describe con precisión a la mujer que teme perder y evita convertirla en villana; esa empatía vuelve la súplica más compleja, mientras el patrón insistente mantiene la ansiedad fuera del control de la narradora.	El motivo de guitarra, cuyo movimiento continuo no concede descanso entre las estrofas.	Los cambios de color en la voz cuando admiración, miedo y urgencia ocupan la misma frase.	Jolene draws its intensity from a contradiction: the voice pleads while the guitar never stops moving. Dolly Parton describes the woman she fears losing to without turning her into a villain; that empathy complicates the plea, as the insistent pattern keeps anxiety outside the narrator’s control.	The guitar motif, whose continuous motion allows no rest between verses.	The changes of vocal colour as admiration, fear and urgency occupy the same phrase.	Jolene tire son intensité d’une contradiction : la voix supplie, mais la guitare ne cesse jamais d’avancer. Dolly Parton décrit avec précision la femme à qui elle s’adresse sans en faire une méchante ; cette empathie complexifie la prière, tandis que le motif insistant maintient l’angoisse hors du contrôle de la narratrice.	Le motif de guitare, dont le mouvement continu n’accorde aucun repos entre les couplets.	Les changements de couleur de la voix lorsque admiration, peur et urgence occupent une même phrase.
song-112	Doomsday presenta una máscara sin borrar a la persona que habla detrás de ella. MF DOOM enlaza rimas internas con una calma casi conversada sobre una muestra soul cálida y melancólica; la distancia del personaje y la cercanía del beat conviven, haciendo que el ingenio nunca oculte del todo la pérdida.	Las rimas que se encadenan dentro de una misma línea sin alterar el volumen de la voz.	La muestra vocal del estribillo, cuya calidez abre una grieta emocional en la armadura del personaje.	Doomsday introduces a mask without erasing the person speaking behind it. MF DOOM links internal rhymes with almost conversational calm over a warm, melancholy soul sample; the character’s distance and the beat’s closeness coexist, so wit never fully conceals loss.	The rhymes chained inside a single line without changing the voice’s volume.	The chorus vocal sample, whose warmth opens an emotional crack in the character’s armour.	Doomsday présente un masque sans effacer la personne qui parle derrière lui. MF DOOM enchaîne des rimes internes avec un calme presque conversationnel sur un sample soul chaleureux et mélancolique ; la distance du personnage et la proximité du beat coexistent, si bien que l’esprit ne dissimule jamais tout à fait la perte.	Les rimes enchaînées au sein d’une même ligne sans modification du volume de la voix.	Le sample vocal du refrain, dont la chaleur ouvre une fissure émotionnelle dans l’armure du personnage.
song-113	Intro demuestra que una pieza puede desarrollarse sin abandonar nunca su bucle. Alan Braxe y Fred Falke hacen pasar el mismo material por cambios de filtro, profundidad y presión rítmica; cuando la mezcla se abre, no aparece una melodía nueva: reconocemos con más claridad la euforia que el fragmento ya contenía.	El filtro que transforma un sonido opaco en una superficie brillante de manera gradual.	La línea de bajo, responsable de que cada reapertura del bucle se sienta como impulso y no como reinicio.	Intro shows that a track can develop without ever leaving its loop. Alan Braxe and Fred Falke pass the same material through changes of filter, depth and rhythmic pressure; when the mix opens, no new melody appears—we simply recognize more clearly the euphoria already contained in the fragment.	The filter gradually turning an opaque sound into a bright surface.	The bass line making every reopening of the loop feel like propulsion rather than restart.	Intro montre qu’un morceau peut se développer sans jamais quitter sa boucle. Alan Braxe et Fred Falke font passer le même matériau par des changements de filtre, de profondeur et de pression rythmique ; lorsque le mixage s’ouvre, aucune nouvelle mélodie n’apparaît : on reconnaît plus clairement l’euphorie que le fragment contenait déjà.	Le filtre qui transforme progressivement un son opaque en surface brillante.	La ligne de basse qui fait de chaque réouverture de la boucle une impulsion plutôt qu’un redémarrage.
song-114	One Mo’Gin habita el espacio ligeramente posterior al pulso donde el tiempo parece aflojarse sin perder precisión. D’Angelo, Questlove y Pino Palladino no caen tarde por separado: voz, caja y bajo comparten una demora flexible que vuelve íntimo el groove y hace que cada pequeño adelanto sea perceptible.	La caja de Questlove, situada detrás del lugar exacto que anticipa el oído.	El bajo de Palladino, que enlaza notas fantasmas y silencios alrededor de la voz.	One Mo’Gin inhabits the space just behind the beat where time seems to loosen without losing precision. D’Angelo, Questlove and Pino Palladino do not land late separately: voice, snare and bass share a flexible delay that makes the groove intimate and every small push forward perceptible.	Questlove’s snare sitting behind the exact place the ear anticipates.	Palladino’s bass linking ghost notes and silences around the voice.	One Mo’Gin habite l’espace juste derrière le temps, là où celui-ci semble se détendre sans perdre sa précision. D’Angelo, Questlove et Pino Palladino ne jouent pas tard chacun de leur côté : voix, caisse claire et basse partagent un retard flexible qui rend le groove intime et chaque petite avance perceptible.	La caisse claire de Questlove, placée derrière l’endroit précis que l’oreille anticipe.	La basse de Palladino, qui relie notes fantômes et silences autour de la voix.
song-115	Didn’t Cha Know piensa en voz alta sin convertir la duda en debilidad. Erykah Badu se mueve alrededor del sample de Tarika Blue con un fraseo que suena conversado, pero cada pausa y cada repetición están musicalmente medidas; el groove conserva su calidez mientras la letra acepta no conocer todavía el camino.	La manera en que Badu entra después de la caja y deja que la frase encuentre su propio equilibrio.	El sample de cuerdas y teclado, reconocible pero suficientemente abierto para alojar cambios de perspectiva.	Didn’t Cha Know thinks aloud without turning uncertainty into weakness. Erykah Badu moves around the Tarika Blue sample with phrasing that sounds conversational, yet every pause and every repetition are musically measured; the groove retains its warmth while the lyric accepts not yet knowing the way.	The way Badu enters after the snare and lets the phrase find its own balance.	The string-and-keyboard sample, recognizable yet open enough to hold shifts in perspective.	Didn’t Cha Know pense à voix haute sans faire du doute une faiblesse. Erykah Badu se déplace autour du sample de Tarika Blue avec un phrasé conversationnel, mais chaque pause et chaque répétition sont mesurées musicalement ; le groove garde sa chaleur tandis que le texte accepte de ne pas encore connaître le chemin.	La manière dont Badu entre après la caisse claire et laisse la phrase trouver son propre équilibre.	Le sample de cordes et de clavier, reconnaissable mais assez ouvert pour accueillir des changements de perspective.
song-116	Sería feliz no presenta la felicidad como meta clara, sino como una frase que cambia de sentido al repetirse. Julieta Venegas deja huecos alrededor de una melodía sencilla y alterna afirmación, deseo y duda sin dramatizar la contradicción; el arreglo contenido permite que la indecisión sea el verdadero movimiento.	Las pausas después del título, donde la certeza queda inmediatamente bajo sospecha.	Los detalles de teclado y guitarra que aparecen una vez y dejan el espacio casi intacto.	Sería feliz presents happiness not as a clear destination but as a phrase whose meaning changes through repetition. Julieta Venegas leaves gaps around a simple melody and alternates statement, desire and doubt without dramatizing the contradiction; the restrained arrangement lets indecision become the real movement.	The pauses after the title phrase, where certainty is immediately called into question.	The keyboard and guitar details appearing once and leaving the surrounding space almost intact.	Sería feliz ne présente pas le bonheur comme une destination claire, mais comme une phrase dont le sens change à force d’être répétée. Julieta Venegas laisse des vides autour d’une mélodie simple et alterne affirmation, désir et doute sans dramatiser la contradiction ; l’arrangement retenu fait de l’indécision le véritable mouvement.	Les pauses après la phrase-titre, où la certitude est aussitôt mise en doute.	Les détails de clavier et de guitare qui n’apparaissent qu’une fois et laissent l’espace presque intact.
song-117	Something About Us hace que una voz artificial parezca vulnerable precisamente porque no puede elevarse ni quebrarse de manera convencional. Daft Punk rodea el vocoder con bajo redondo, acordes eléctricos y una batería discreta; la moderación del arreglo deja que una confesión incierta resulte más humana que un gran clímax.	El bajo que responde a las frases vocales con movimientos cortos y cálidos.	Las pequeñas variaciones del vocoder, donde la limitación tecnológica se convierte en matiz emocional.	Something About Us makes an artificial voice sound vulnerable precisely because it cannot rise or break conventionally. Daft Punk surrounds the vocoder with rounded bass, electric chords and discreet drums; the arrangement’s restraint lets an uncertain confession feel more human than a large climax.	The bass answering vocal phrases with short, warm movements.	The vocoder’s small variations, where technological limitation becomes emotional nuance.	Something About Us rend une voix artificielle vulnérable précisément parce qu’elle ne peut ni s’élever ni se briser de manière conventionnelle. Daft Punk entoure le vocodeur d’une basse ronde, d’accords électriques et d’une batterie discrète ; la retenue de l’arrangement donne à une confession incertaine plus d’humanité qu’un grand climax.	La basse qui répond aux phrases vocales par de courts mouvements chaleureux.	Les petites variations du vocodeur, où la limite technologique devient nuance émotionnelle.
song-118	Pyramid Song suspende la medida del tiempo hasta que la batería revela que el piano siempre tuvo un cuerpo preciso. Radiohead coloca voz, acordes y cuerdas en un espacio que parece flotar; cuando entra Phil Selway, los acentos ambiguos se alinean sin perder misterio y la canción avanza como una procesión bajo el agua.	El patrón del piano, cuyos silencios importan tanto como los acordes.	La entrada de la batería, momento en que una forma incierta se vuelve físicamente comprensible.	Pyramid Song suspends the measurement of time until the drums reveal that the piano always had a precise body. Radiohead places voice, chords and strings in a space that seems to float; when Phil Selway enters, ambiguous accents align without losing mystery and the song moves like a procession underwater.	The piano pattern, whose silences matter as much as its chords.	The drums’ entrance, when an uncertain form becomes physically understandable.	Pyramid Song suspend la mesure du temps jusqu’à ce que la batterie révèle que le piano possédait depuis le début un corps précis. Radiohead place voix, accords et cordes dans un espace qui semble flotter ; lorsque Phil Selway entre, les accents ambigus s’alignent sans perdre leur mystère et la chanson avance comme une procession sous l’eau.	Le motif de piano, dont les silences comptent autant que les accords.	L’entrée de la batterie, moment où une forme incertaine devient physiquement compréhensible.
song-041	Hard to Explain enfrenta una banda aparentemente rígida con una voz que se niega a obedecer por completo esa cuadrícula. The Strokes comprimen batería y guitarras hasta hacerlas sonar casi mecánicas; Julian Casablancas acelera, retrasa y corta las frases, introduciendo una confusión humana dentro del diseño preciso.	La batería tratada, seca y uniforme, que funciona como marco más que como interpretación expresiva.	Las entradas de la voz fuera del acento esperado, responsables de la tensión del estribillo.	Hard to Explain sets an apparently rigid band against a voice refusing to obey that grid completely. The Strokes compress drums and guitars until they sound almost mechanical; Julian Casablancas speeds, delays and cuts phrases, introducing human confusion into a precise design.	The treated drums, dry and even, functioning as frame rather than expressive performance.	The vocal entrances away from the expected accent, creating the chorus’s tension.	Hard to Explain oppose un groupe apparemment rigide à une voix qui refuse d’obéir entièrement à cette grille. The Strokes compressent batterie et guitares jusqu’à les rendre presque mécaniques ; Julian Casablancas accélère, retarde et coupe les phrases, introduisant une confusion humaine dans un dessin précis.	La batterie traitée, sèche et uniforme, qui sert de cadre plutôt que d’interprétation expressive.	Les entrées de la voix hors de l’accent attendu, responsables de la tension du refrain.
song-042	Galang organiza ruido, consignas y movimiento sin pedir permiso a una estructura pop convencional. M.I.A. mantiene una dirección vocal nítida mientras sintetizadores, sirenas y percusión recortada cambian de sitio; el beat parece hecho con señales urbanas que conservan su aspereza al volverse canción.	Las ráfagas de sintetizador que responden a la voz con formas distintas en cada sección.	El espacio seco alrededor de la percusión, que impide que la abundancia de sonidos se vuelva masa.	Galang organizes noise, slogans and motion without asking permission from conventional pop structure. M.I.A. keeps a clear vocal direction while synthesizers, sirens and clipped percussion change places; the beat seems made from urban signals retaining their roughness as they become song.	The synthesizer bursts answering the voice with different shapes in each section.	The dry space around percussion keeping the abundance of sounds from becoming a mass.	Galang organise bruit, slogans et mouvement sans demander la permission à une structure pop conventionnelle. M.I.A. maintient une direction vocale nette tandis que synthétiseurs, sirènes et percussions découpées changent de place ; le beat semble fait de signaux urbains qui gardent leur rugosité en devenant chanson.	Les rafales de synthétiseur qui répondent à la voix sous des formes différentes dans chaque section.	L’espace sec autour des percussions, qui empêche l’abondance de sons de devenir une masse.
song-119	Loíza usa el ritmo como archivo vivo de una comunidad afro-puertorriqueña, no como fondo para una denuncia. Tego Calderón conecta bomba, hip-hop y reguetón mientras nombra racismo, desigualdad y orgullo local con una voz frontal; la percusión sostiene memoria y presente dentro del mismo pulso.	Los barriles y respuestas rítmicas que desplazan el centro más allá del dembow habitual.	El fraseo grave de Tego, que deja espacio después de cada afirmación para que el ritmo responda.	Loíza uses rhythm as a living archive of an Afro-Puerto Rican community, not as background for protest. Tego Calderón connects bomba, hip-hop and reggaeton while naming racism, inequality and local pride in a frontal voice; percussion holds memory and present inside the same pulse.	The barrel drums and rhythmic replies shifting the centre beyond a standard dembow.	Tego’s low phrasing leaving space after each assertion for the rhythm to answer.	Loíza utilise le rythme comme archive vivante d’une communauté afro-portoricaine, non comme fond sonore d’une dénonciation. Tego Calderón relie bomba, hip-hop et reggaeton tout en nommant racisme, inégalité et fierté locale d’une voix frontale ; les percussions tiennent mémoire et présent dans un même battement.	Les tambours barriles et les réponses rythmiques qui déplacent le centre au-delà du dembow habituel.	Le phrasé grave de Tego, qui laisse après chaque affirmation un espace où le rythme peut répondre.
song-044	Gasolina entiende la anticipación como arquitectura. Luny Tunes coloca el dembow, los gritos y las respuestas del coro en huecos exactos, mientras Daddy Yankee usa sílabas cortas para tensar y liberar cada compás; la repetición funciona porque una multitud puede prever el siguiente golpe y aun así sentir su impacto.	El silencio mínimo antes de la respuesta del coro, encargado de producir gran parte del impulso.	La alternancia entre el fraseo rápido y las palabras aisladas que toda la pista puede devolver.	Gasolina understands anticipation as architecture. Luny Tunes places dembow, shouts and chorus replies in exact gaps, while Daddy Yankee uses short syllables to tighten and release each bar; repetition works because a crowd can predict the next hit and still feel its impact.	The tiny silence before the chorus reply, responsible for much of the propulsion.	The alternation between rapid phrasing and isolated words the whole dance floor can return.	Gasolina conçoit l’anticipation comme une architecture. Luny Tunes place dembow, cris et réponses du chœur dans des vides précis, tandis que Daddy Yankee emploie des syllabes courtes pour tendre puis libérer chaque mesure ; la répétition fonctionne parce qu’une foule peut prévoir le coup suivant tout en ressentant son impact.	Le minuscule silence avant la réponse du chœur, responsable d’une grande part de l’impulsion.	L’alternance entre phrasé rapide et mots isolés que toute la piste peut renvoyer.
song-046	Archangel convierte fragmentos de una voz R&B en una presencia que parece recordar una canción incompleta. Burial corta, afina y deja respirar esas sílabas sobre una batería de pasos irregulares; el bajo profundo mantiene un refugio mientras los chasquidos y silencios sugieren una ciudad húmeda fuera de cuadro.	La voz recortada, que conserva emoción aunque ya no pueda reconstruirse como frase continua.	La caja y los hi-hats fuera de la cuadrícula, responsables de un avance que parece tropezar.	Archangel turns fragments of an R&B voice into a presence that seems to remember an incomplete song. Burial cuts, tunes and lets those syllables breathe over a drum pattern of irregular steps; deep bass provides shelter while clicks and silences suggest a wet city beyond the frame.	The chopped voice retaining emotion although it can no longer be rebuilt as a continuous sentence.	The snare and hi-hats outside the grid, creating forward motion that seems to stumble.	Archangel transforme les fragments d’une voix R&B en présence qui semble se souvenir d’une chanson incomplète. Burial découpe, accorde et laisse respirer ces syllabes sur une batterie aux pas irréguliers ; la basse profonde offre un refuge tandis que claquements et silences suggèrent une ville humide hors champ.	La voix découpée, qui garde son émotion bien qu’elle ne puisse plus être reconstituée en phrase continue.	La caisse claire et les charlestons hors de la grille, responsables d’une avancée qui semble trébucher.
song-045	All My Friends convierte una figura de piano casi invariable en medida del tiempo perdido. LCD Soundsystem suma batería, bajo y guitarras con paciencia, mientras James Murphy pasa de la observación seca a una urgencia que apenas puede contener; la repetición no detiene la canción, permite sentir cuánto ha cambiado quien la atraviesa.	El piano, idéntico en contorno pero distinto en peso cada vez que se añade una capa.	La voz al acercarse al límite del registro, donde la nostalgia deja de ser comentario.	All My Friends turns an almost unchanging piano figure into a measure of lost time. LCD Soundsystem adds drums, bass and guitars patiently while James Murphy moves from dry observation to barely contained urgency; repetition does not stop the song but lets us feel how much the person crossing it has changed.	The piano, identical in contour yet different in weight each time a layer is added.	The voice approaching the edge of its range, where nostalgia stops being commentary.	All My Friends transforme une figure de piano presque invariable en mesure du temps perdu. LCD Soundsystem ajoute patiemment batterie, basse et guitares tandis que James Murphy passe de l’observation sèche à une urgence à peine contenue ; la répétition n’arrête pas la chanson, elle permet de sentir combien celui qui la traverse a changé.	Le piano, identique dans son contour mais différent dans son poids à chaque nouvelle couche.	La voix à l’approche de la limite de son registre, où la nostalgie cesse d’être commentaire.
song-120	Love Like a Sunset, Parts I & II dedica casi todo su recorrido a preparar una voz que llegará tarde y durará poco. Phoenix acumula sintetizadores, guitarras y batería hasta un clímax instrumental, luego retira el peso y deja una melodía breve; esa entrada modifica retrospectivamente la abstracción anterior y la vuelve memoria emocional.	El aumento gradual de distorsión y densidad sin un cambio brusco de tempo.	La aparición de la voz después del clímax, frágil porque no intenta competir con lo que acaba de ocurrir.	Love Like a Sunset, Parts I & II devotes most of its course to preparing a voice that will arrive late and stay briefly. Phoenix accumulates synthesizers, guitars and drums into an instrumental climax, then removes the weight and leaves a short melody; that entrance retrospectively changes the preceding abstraction into emotional memory.	The gradual increase in distortion and density without a sudden tempo change.	The voice appearing after the climax, fragile because it does not try to compete with what just happened.	Love Like a Sunset, Parts I & II consacre presque tout son parcours à préparer une voix qui arrivera tard et restera peu. Phoenix accumule synthétiseurs, guitares et batterie jusqu’à un climax instrumental, puis retire le poids et laisse une brève mélodie ; cette entrée transforme rétrospectivement l’abstraction précédente en mémoire émotionnelle.	L’augmentation progressive de la distorsion et de la densité sans changement brusque de tempo.	L’apparition de la voix après le climax, fragile parce qu’elle ne cherche pas à rivaliser avec ce qui vient de se produire.
song-047	Pyramids usa un cambio de ritmo para derrumbar la distancia entre mito, trabajo, deseo y poder. Frank Ocean inicia entre sintetizadores expansivos y una figura histórica, pero la segunda mitad reduce la velocidad y acerca la voz a una escena nocturna; ambas partes se reflejan, mostrando cómo una fantasía puede ocultar una relación económica.	La transición central, donde el tempo percibido cae sin que la narración pierda continuidad.	La guitarra del tramo final, que comenta la voz con un brillo distante en lugar de ofrecer cierre.	Pyramids uses a beat change to collapse the distance among myth, labour, desire and power. Frank Ocean begins amid expansive synthesizers and a historical figure, but the second half slows down and brings the voice close to a nocturnal scene; both parts reflect each other, showing how fantasy can conceal an economic relationship.	The central transition, where perceived tempo drops without breaking narrative continuity.	The guitar in the final stretch, commenting on the voice with distant brightness rather than offering closure.	Pyramids utilise un changement de rythme pour abolir la distance entre mythe, travail, désir et pouvoir. Frank Ocean commence au milieu de synthétiseurs expansifs et d’une figure historique, puis la seconde moitié ralentit et rapproche la voix d’une scène nocturne ; les deux parties se reflètent et montrent comment une fantaisie peut masquer une relation économique.	La transition centrale, où le tempo perçu chute sans rompre la continuité narrative.	La guitare du dernier passage, qui commente la voix d’un éclat lointain au lieu d’offrir une conclusion.
song-121	Sing About Me, I’m Dying of Thirst pregunta quién controla una historia cuando la persona narrada puede responder, desaparecer o contradecir al rapero. Kendrick Lamar cambia de voz y perspectiva sobre un beat sobrio; un verso interrumpido por disparos y el paso posterior hacia la sed espiritual vuelven la estructura parte del argumento ético.	Las diferencias de cadencia que distinguen a cada narrador sin convertirlo en caricatura.	La interrupción abrupta de una voz, donde la forma niega el cierre que el relato esperaba.	Sing About Me, I’m Dying of Thirst asks who controls a story when the person being narrated can answer, disappear or contradict the rapper. Kendrick Lamar changes voice and perspective over a sober beat; a verse cut short by gunshots and the later turn towards spiritual thirst make structure part of the ethical argument.	The cadence differences distinguishing each narrator without turning anyone into caricature.	The abrupt interruption of one voice, where form denies the closure the story expected.	Sing About Me, I’m Dying of Thirst demande qui contrôle une histoire lorsque la personne dont elle parle peut répondre, disparaître ou contredire le rappeur. Kendrick Lamar change de voix et de perspective sur un beat sobre ; un couplet interrompu par des tirs puis le passage vers une soif spirituelle font de la structure une partie de l’argument éthique.	Les différences de cadence qui distinguent chaque narrateur sans en faire une caricature.	L’interruption brutale d’une voix, où la forme refuse la conclusion attendue par le récit.
song-049	Formation convierte la identidad sureña y afroamericana en postura, humor, memoria familiar y control del encuadre. Beyoncé alterna frases cortas, silencios y cambios de acento sobre un beat espacioso; los metales de Nueva Orleans no ilustran el origen, irrumpen como una fuerza histórica que comparte el presente con la voz.	Las pausas después de cada consigna, tan importantes para la autoridad como las palabras.	Los metales y la voz de Big Freedia, que abren el beat hacia una geografía y una comunidad concretas.	Formation turns Southern Black identity into stance, humour, family memory and control of the frame. Beyoncé alternates short phrases, silences and accent shifts over a spacious beat; the New Orleans horns do not illustrate origin but enter as a historical force sharing the present with her voice.	The pauses after each declaration, as important to authority as the words.	The horns and Big Freedia’s voice opening the beat towards a specific geography and community.	Formation transforme l’identité noire du Sud en attitude, humour, mémoire familiale et maîtrise du cadre. Beyoncé alterne phrases courtes, silences et déplacements d’accent sur un beat spacieux ; les cuivres de La Nouvelle-Orléans n’illustrent pas une origine, ils surgissent comme une force historique qui partage le présent avec la voix.	Les pauses après chaque affirmation, aussi importantes pour l’autorité que les mots.	Les cuivres et la voix de Big Freedia, qui ouvrent le beat vers une géographie et une communauté précises.
song-122	De aquí no sales coloca el cante flamenco dentro de una escena de motores, impactos metálicos y amenaza física. Rosalía no usa esos sonidos como actualización superficial: los ataques industriales responden a los melismas y convierten una relación de violencia en un espacio cerrado donde tradición y presente se enfrentan.	El motor de motocicleta, que funciona como pedal grave y como imagen de peligro.	Los golpes secos que contestan a la voz como si el entorno interrumpiera su relato.	De aquí no sales places flamenco singing inside a scene of engines, metallic impacts and physical threat. Rosalía does not use those sounds as a superficial update: industrial attacks answer the melismas and turn a violent relationship into an enclosed space where tradition and present confront one another.	The motorcycle engine functioning as both low drone and image of danger.	The dry hits answering the voice as though the surroundings were interrupting her account.	De aquí no sales place le chant flamenco dans une scène de moteurs, d’impacts métalliques et de menace physique. Rosalía n’emploie pas ces sons comme une simple modernisation : les attaques industrielles répondent aux mélismes et transforment une relation violente en espace clos où tradition et présent s’affrontent.	Le moteur de moto, à la fois bourdon grave et image du danger.	Les coups secs qui répondent à la voix comme si l’environnement interrompait son récit.
song-123	Immaterial usa timbres deliberadamente plásticos para imaginar una identidad sin peso fijo. SOPHIE hace saltar voces agudas entre bajos elásticos y percusiones de brillo artificial; la canción no pide que esa superficie parezca natural, celebra precisamente la posibilidad de construirse, cambiar y volver a empezar.	La voz que cambia de forma mediante afinación y edición sin perder impulso melódico.	Los golpes sintéticos, exagerados como objetos nuevos en vez de imitaciones de batería acústica.	Immaterial uses deliberately plastic timbres to imagine an identity without fixed weight. SOPHIE sends high voices bouncing among elastic bass and artificially bright percussion; the track does not ask its surface to seem natural, celebrating instead the possibility of construction, change and beginning again.	The voice changing shape through tuning and editing without losing melodic drive.	The synthetic hits exaggerated as new objects rather than imitations of acoustic drums.	Immaterial emploie des timbres délibérément plastiques pour imaginer une identité sans poids fixe. SOPHIE fait bondir des voix aiguës entre basses élastiques et percussions à l’éclat artificiel ; le morceau ne demande pas à cette surface de paraître naturelle, il célèbre précisément la possibilité de se construire, de changer et de recommencer.	La voix qui change de forme par l’accordage et le montage sans perdre son élan mélodique.	Les coups synthétiques, exagérés comme des objets nouveaux plutôt que comme des imitations de batterie acoustique.
song-124	Cellophane elimina casi toda protección entre interpretación y escucha. FKA twigs canta sobre un piano espaciado y deja expuestos respiración, esfuerzo y quiebres de registro; los detalles electrónicos aparecen con extrema moderación, de modo que cualquier cambio en la voz modifica el tamaño entero de la habitación.	La toma de aire antes de las notas altas, audible como parte del riesgo y no como defecto.	Las voces procesadas que aparecen al fondo, semejantes a pensamientos que la melodía principal no puede contener.	Cellophane removes almost all protection between performance and listener. FKA twigs sings over widely spaced piano, exposing breath, effort and breaks between registers; electronic details appear with extreme restraint, so any change in the voice alters the size of the entire room.	The breath before high notes, audible as part of the risk rather than a flaw.	The processed voices appearing in the background like thoughts the lead melody cannot contain.	Cellophane retire presque toute protection entre l’interprétation et l’écoute. FKA twigs chante sur un piano espacé et expose souffle, effort et ruptures de registre ; les détails électroniques apparaissent avec une extrême retenue, si bien que tout changement de la voix modifie la taille de la pièce entière.	La prise d’air avant les notes aiguës, audible comme partie du risque et non comme défaut.	Les voix traitées qui apparaissent au fond, semblables à des pensées que la mélodie principale ne peut contenir.
song-125	Andrea rehúsa convertir a su protagonista en símbolo unidimensional. Bad Bunny y Buscabulla alternan cercanía, observación social y una perspectiva femenina que corrige el relato desde dentro; los cambios de densidad y color sostienen una canción que protege la autonomía del personaje incluso cuando habla del peligro que la rodea.	El relevo entre las dos voces, que cambia quién mira y quién tiene derecho a definir a Andrea.	Las secciones más ligeras del arreglo, cuyo contraste evita que la amenaza ocupe toda la identidad del personaje.	Andrea refuses to turn its protagonist into a one-dimensional symbol. Bad Bunny and Buscabulla alternate intimacy, social observation and a female perspective correcting the story from within; shifts in density and colour sustain a song that protects the character’s autonomy even while addressing the danger around her.	The handoff between the two voices, changing who looks and who has the right to define Andrea.	The arrangement’s lighter sections, whose contrast prevents threat from occupying the character’s entire identity.	Andrea refuse de transformer sa protagoniste en symbole unidimensionnel. Bad Bunny et Buscabulla alternent proximité, observation sociale et perspective féminine qui corrige le récit de l’intérieur ; les changements de densité et de couleur soutiennent une chanson qui protège l’autonomie du personnage même en évoquant le danger qui l’entoure.	Le relais entre les deux voix, qui change la personne qui regarde et celle qui a le droit de définir Andrea.	Les sections plus légères de l’arrangement, dont le contraste empêche la menace d’occuper toute l’identité du personnage.
song-050	Te guardo sostiene una promesa sin convertirla en gran declaración. Silvana Estrada coloca el cuatro y la voz a una distancia íntima; las resonancias de las cuerdas continúan después de cada frase y permiten que el silencio complete aquello que la letra protege, mientras la intensidad nace de la respiración antes que del volumen.	El cuatro, que responde con notas breves y deja abiertas sus resonancias.	La forma en que la voz crece desde el aire de una frase, no desde una entrada repentina del arreglo.	Te guardo holds a promise without turning it into a grand declaration. Silvana Estrada places cuatro and voice at intimate distance; string resonances continue after each phrase and let silence complete what the lyric protects, while intensity grows from breath rather than volume.	The cuatro answering with brief notes and leaving its resonances open.	The way the voice grows out of a phrase’s air rather than a sudden arrangement entrance.	Te guardo tient une promesse sans la transformer en grande déclaration. Silvana Estrada place le cuatro et la voix à une distance intime ; les résonances des cordes se prolongent après chaque phrase et laissent le silence compléter ce que le texte protège, tandis que l’intensité naît du souffle plutôt que du volume.	Le cuatro, qui répond par de brèves notes et laisse ses résonances ouvertes.	La manière dont la voix grandit depuis l’air d’une phrase plutôt que par l’entrée soudaine de l’arrangement.
